"WEC Canvass Reporting System",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2016 General Election",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"PRESIDENT OF THE UNITED STATES",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","LIB",,"WGR","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND",
,"TOWN OF EXCELSIOR Wards 1-3",913,515,359,5,18,,13,2,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF FAIRFIELD Wards 1-2",656,333,296,3,15,,7,0,1,0,1,0,0,0,0,0,0,0,0
,"TOWN OF FRANKLIN Ward 1-3",377,173,184,1,17,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF FREEDOM Wards 1-2",259,142,100,2,7,,7,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GREENFIELD Ward 1",575,279,265,2,21,,8,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF HONEY CREEK Ward 1",423,192,200,3,13,,7,1,0,0,7,0,0,0,0,0,0,0,0
,"TOWN OF IRONTON Ward 1",271,165,85,3,10,,5,0,1,0,2,0,0,0,0,0,0,0,0
,"TOWN OF LA VALLE Wards 1-3",793,460,291,2,25,,10,0,1,0,4,0,0,0,0,0,0,0,0
,"TOWN OF MERRIMAC Ward 1",670,323,313,2,24,,4,0,3,0,1,0,0,0,0,0,0,0,0
,"TOWN OF PRAIRIE DU SAC Wards 1-2",646,312,300,1,24,,6,0,1,0,2,0,0,0,0,0,0,0,0
,"TOWN OF REEDSBURG Wards 1-3",659,388,236,2,20,,7,2,2,0,2,0,0,0,0,0,0,0,0
,"TOWN OF SPRING GREEN Wards 1-4",993,451,493,4,28,,13,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF SUMPTER Wards 1-3",382,184,170,3,15,,8,0,1,0,1,0,0,0,0,0,0,0,0
,"TOWN OF TROY Ward 1",451,235,190,2,16,,4,0,1,0,3,0,0,0,0,0,0,0,0
,"TOWN OF WASHINGTON Wards 1-2",371,212,139,2,16,,0,2,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WESTFIELD Ward 1",285,171,95,4,13,,0,1,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WINFIELD Wards 1-2",497,282,183,7,15,,5,0,5,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WOODLAND Ward 1",356,207,135,2,6,,5,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF CAZENOVIA Ward 2",7,3,3,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF IRONTON Ward 1",99,61,32,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF LAKE DELTON Wards 1-3","1,166",568,537,7,29,,14,3,2,0,6,0,0,0,0,0,0,0,0
,"VILLAGE OF LAVALLE Ward 1",174,102,60,0,10,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF LIME RIDGE Ward 1",89,48,37,0,3,,0,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF LOGANVILLE Ward 1",151,88,46,1,8,,5,0,3,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF MERRIMAC Ward 1",280,147,118,2,9,,3,0,1,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF NORTH FREEDOM Ward 1",283,159,98,2,12,,6,0,5,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF PLAIN Ward 1",402,207,180,3,8,,3,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF PRAIRIE DU SAC Wards 1-4","2,292",820,"1,324",14,91,,28,1,1,0,11,2,0,0,0,0,0,0,0
,"VILLAGE OF ROCK SPRINGS Ward 1",169,101,49,2,15,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF SAUK CITY Wards 1-5","1,847",646,"1,094",8,63,,27,3,0,0,6,0,0,0,0,0,0,0,0
,"VILLAGE OF SPRING GREEN Wards 1-2",899,271,573,1,33,,12,0,3,0,6,0,0,0,0,0,0,0,0
,"VILLAGE OF WEST BARABOO Ward 1-2",685,325,312,4,25,,16,1,0,0,2,0,0,0,0,0,0,0,0
,"CITY OF BARABOO Ward 1-14","5,643","2,361","2,900",26,217,,96,4,16,0,20,1,0,2,0,0,0,0,0
,"CITY OF REEDSBURG Wards 1-3,13",922,476,401,3,30,,10,0,1,0,1,0,0,0,0,0,0,0,0
,"CITY OF REEDSBURG Wards 4,6,14","1,086",555,458,3,54,,10,0,1,0,5,0,0,0,0,0,0,0,0
,"CITY OF REEDSBURG Wards 5,7-9","1,291",645,570,7,49,,13,0,0,0,7,0,0,0,0,0,0,0,0
,"CITY OF REEDSBURG Wards 10-12",769,395,328,5,23,,17,0,1,0,0,0,0,0,0,0,0,0,0
,"CITY OF WISCONSIN DELLS Ward 4",86,41,38,0,4,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF WISCONSIN DELLS Wards 8,10",3,1,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"County Totals:","31,357","14,799","14,690",146,"1,103",,424,25,53,0,111,3,0,2,0,1,0,0,0
"SAWYER ","TOWN OF BASS LAKE Wards 1-5","1,291",560,659,2,22,,20,1,0,0,1,0,0,0,0,0,0,0,26
,"TOWN OF COUDERAY Ward 1",151,73,71,1,4,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF DRAPER Ward 1",144,86,50,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF EDGEWATER Wards 1-2",337,227,95,1,12,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF HAYWARD Wards 1-8","1,743",975,674,5,39,,28,0,0,0,0,0,0,0,0,0,0,0,22
,"TOWN OF HUNTER Ward 1",398,197,186,2,5,,5,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF LENROOT Wards 1-2",837,492,299,4,21,,8,0,1,0,0,0,0,0,0,0,0,0,12
,"TOWN OF MEADOWBROOK Ward 1",79,65,12,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF METEOR Ward 1",85,55,25,0,2,,1,0,1,0,0,0,0,0,0,0,0,0,1
,"TOWN OF OJIBWA Wards 1-2",168,113,51,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF RADISSON Wards 1-2",232,152,64,3,7,,3,0,0,0,2,0,0,0,0,0,0,0,1
,"TOWN OF ROUND LAKE Wards 1-2",665,403,243,1,13,,2,1,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF SAND LAKE Ward 1",534,304,205,2,12,,7,0,0,0,0,0,0,0,0,0,0,0,4
,"TOWN OF SPIDER LAKE Ward 1",289,174,108,0,4,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF WEIRGOR Ward 1",199,144,45,1,8,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WINTER Wards 1-2",594,393,188,1,8,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF COUDERAY Ward 1",50,22,26,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF EXELAND Ward 1",89,51,32,1,3,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF RADISSON Ward 1",84,50,30,0,1,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF WINTER Ward 1",144,91,47,0,2,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF HAYWARD Wards 1-6","1,024",558,393,2,37,,10,0,0,0,5,0,0,0,0,0,0,0,19
,"County Totals:","9,137","5,185","3,503",28,210,,99,3,2,0,8,0,0,0,0,0,0,0,99
"SHAWANO ","TOWN OF ALMON Ward 1",284,194,81,0,7,,1,0,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ANGELICA Wards 1-3",952,686,221,6,27,,4,1,2,0,5,0,0,0,0,0,0,0,0
,"TOWN OF ANIWA Ward 1",257,170,74,0,9,,2,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF BARTELME Ward 1",319,72,221,3,6,,16,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF BELLE PLAINE Wards 1-3",980,658,272,6,37,,2,1,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF BIRNAMWOOD Ward 1",353,214,125,2,8,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF FAIRBANKS Ward 1",316,243,56,1,13,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GERMANIA Wards 1-2",186,110,70,0,3,,2,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GRANT Wards 1-2",479,363,97,4,10,,5,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GREEN VALLEY Wards 1-2",529,369,133,4,19,,3,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF HARTLAND Ward 1",392,311,59,0,19,,0,0,1,0,2,0,0,0,0,0,0,0,0
,"TOWN OF HERMAN Wards 1-2",383,268,93,4,7,,3,0,0,0,8,0,0,0,0,0,0,0,0
,"TOWN OF HUTCHINS Ward 1",281,203,63,4,10,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LESSOR Wards 1-2",659,490,141,3,21,,0,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF MAPLE GROVE Ward 1",483,320,147,2,11,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MORRIS Ward 1",220,131,79,3,6,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF NAVARINO Ward 1",237,162,65,0,5,,1,0,0,0,4,0,0,0,0,0,0,0,0
,"TOWN OF PELLA Ward 1",495,378,98,0,14,,2,1,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF RED SPRINGS Wards 1-2",435,190,219,3,12,,9,0,0,0,2,0,0,0,0,0,0,0,0
,"TOWN OF RICHMOND Wards 1-3","1,034",740,257,5,26,,6,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SENECA Ward 1",279,176,88,3,9,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WASHINGTON Wards 1-3",989,669,282,9,17,,7,0,0,0,5,0,0,0,0,0,0,0,0
,"TOWN OF WAUKECHON Wards 1-2",535,388,109,0,29,,5,1,0,0,3,0,0,0,0,0,0,0,0
,"TOWN OF WESCOTT Ward 1-4","1,702","1,107",532,5,45,,10,0,0,0,3,0,0,0,0,0,0,0,0
,"TOWN OF WITTENBERG Wards 1-2",450,298,135,3,11,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF ANIWA Ward 1",103,63,31,2,6,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF BIRNAMWOOD Ward 1",314,182,117,0,10,,5,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF BONDUEL Ward 1-2",701,496,168,4,26,,4,0,0,0,3,0,0,0,0,0,0,0,0
,"VILLAGE OF BOWLER Ward 1",120,74,37,0,3,,5,0,1,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF CECIL Ward 1",318,214,91,1,11,,0,0,0,0,1,0,0,0,0,0,0,0,0
,"VILLAGE OF ELAND Ward 1",108,47,58,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF GRESHAM Ward 1",245,121,105,0,9,,10,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF MATTOON Ward 1",148,99,45,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF PULASKI Wards 4,7",67,42,18,1,5,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF TIGERTON Ward 1",355,230,113,2,7,,2,0,1,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF WITTENBERG Wards 1-2",399,205,167,3,17,,5,0,0,0,2,0,0,0,0,0,0,0,0
,"CITY OF MARION Wards 4-6",5,3,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHAWANO Wards 1-2",591,351,207,6,22,,3,1,0,0,1,0,0,0,0,0,0,0,0
,"CITY OF SHAWANO Wards 3-4",600,343,212,4,29,,7,0,0,0,5,0,0,0,0,0,0,0,0
,"CITY OF SHAWANO Wards 5-6",599,324,237,4,17,,12,1,0,0,4,0,0,0,0,0,0,0,0
,"CITY OF SHAWANO Wards 7-8",543,302,207,3,23,,7,1,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHAWANO Wards 9-10",686,372,276,3,24,,8,0,2,0,1,0,0,0,0,0,0,0,0
,"CITY OF SHAWANO Wards 11-12",679,391,260,4,19,,5,0,0,0,0,0,0,0,0,0,0,0,0
,"County Totals:","19,810","12,769","6,068",108,613,,173,9,8,0,62,0,0,0,0,0,0,0,0
"SHEBOYGAN ","TOWN OF GREENBUSH Wards 1-3",908,564,292,4,31,,3,0,0,0,0,0,0,1,0,2,0,0,11
,"TOWN OF HERMAN Wards 1-3","1,063",679,320,8,37,,6,0,1,0,4,0,0,0,0,0,0,0,8
,"TOWN OF HOLLAND Wards 1-3","1,503","1,084",306,13,49,,12,0,0,0,8,0,0,0,0,1,0,0,30
,"TOWN OF LIMA Wards 1-4","1,751","1,223",412,14,61,,8,0,0,0,24,0,0,0,0,0,0,0,9
,"TOWN OF LYNDON Wards 1-3",917,621,234,4,37,,12,0,0,0,4,0,0,0,0,0,0,0,5
,"TOWN OF MITCHELL Wards 1-3",716,496,181,4,21,,11,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF MOSEL Ward 1",482,290,153,4,21,,7,0,0,0,3,0,0,0,0,0,0,0,4
,"TOWN OF PLYMOUTH Wards 1-4","1,903","1,180",590,13,66,,20,2,0,0,16,0,0,0,0,0,0,0,16
,"TOWN OF RHINE Wards 1-3","1,433",870,499,8,22,,5,3,1,0,13,0,0,0,0,0,0,0,12
,"TOWN OF RUSSELL Ward 1",206,152,45,2,5,,0,1,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF SCOTT Wards 1-3","1,077",818,208,4,24,,3,1,0,0,11,0,0,0,0,0,0,0,8
,"TOWN OF SHEBOYGAN Wards 1-10","4,626","2,475","1,852",26,176,,37,1,0,0,20,0,0,0,0,1,0,0,38
,"TOWN OF SHEBOYGAN FALLS Wards 1-3","1,020",682,278,8,35,,5,1,1,0,4,0,0,0,0,0,0,0,6
,"TOWN OF SHERMAN Wards 1-2",890,649,198,4,24,,11,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF WILSON Wards 1-4","2,255","1,273",859,15,66,,7,1,1,0,9,0,0,0,0,0,0,0,24
,"VILLAGE OF ADELL Ward 1",276,208,51,3,7,,2,1,0,0,0,1,0,0,0,0,0,0,3
,"VILLAGE OF CASCADE Ward 1",375,245,105,4,14,,3,0,1,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF CEDAR GROVE Wards 1-3","1,179",880,204,13,47,,2,0,1,0,16,0,0,0,0,0,0,0,16
,"VILLAGE OF ELKHART LAKE Wards 1-2",701,338,308,4,27,,12,1,0,0,8,0,0,0,0,0,0,0,3
,"VILLAGE OF GLENBEULAH Ward 1",264,145,96,3,14,,2,0,0,0,0,0,0,0,0,0,0,0,4
,"VILLAGE OF HOWARDS GROVE Wards 1-4","1,949","1,139",679,8,83,,17,2,1,0,5,0,0,0,0,0,0,0,15
,"VILLAGE OF KOHLER Wards 1-3","1,356",726,562,1,32,,4,0,0,0,13,0,0,0,0,0,0,0,18
,"VILLAGE OF OOSTBURG Wards 1-4","1,841","1,465",240,18,76,,9,1,2,0,17,0,0,0,0,2,0,0,11
,"VILLAGE OF RANDOM LAKE Wards 1-2",882,593,237,4,32,,4,1,0,0,0,0,0,0,0,0,0,0,11
,"VILLAGE OF WALDO Ward 1",295,197,72,3,14,,4,1,0,0,2,0,0,0,0,0,0,0,2
,"CITY OF PLYMOUTH Ward 1-3","1,065",568,423,8,50,,5,2,1,0,2,0,0,0,0,0,0,0,6
,"CITY OF PLYMOUTH Ward 4-6","1,151",600,474,8,46,,8,1,0,0,4,0,0,0,0,0,0,0,10
,"CITY OF PLYMOUTH Ward 7-9","1,163",629,454,3,51,,10,0,0,0,13,0,0,0,0,0,0,0,3
,"CITY OF PLYMOUTH Ward 10-12","1,008",532,392,6,42,,15,0,0,0,12,0,0,0,0,0,0,0,9
,"CITY OF SHEBOYGAN Ward 1","1,131",402,642,4,50,,13,2,0,0,9,0,0,0,0,0,0,0,9
,"CITY OF SHEBOYGAN Ward 2",969,401,481,6,46,,11,0,1,0,9,0,0,0,0,0,0,0,14
,"CITY OF SHEBOYGAN Ward 3",869,392,410,12,35,,11,0,0,0,6,0,0,0,0,0,0,0,3
,"CITY OF SHEBOYGAN Ward 4",807,298,436,2,45,,13,2,0,0,3,0,0,0,0,0,0,0,8
,"CITY OF SHEBOYGAN Ward 5","1,053",464,520,1,37,,5,1,0,0,11,0,0,0,0,1,0,0,13
,"CITY OF SHEBOYGAN Ward 6",254,114,127,1,8,,0,1,0,0,2,0,0,0,0,0,0,0,1
,"CITY OF SHEBOYGAN Ward 7",105,52,46,1,5,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN Ward 8",494,224,226,1,24,,5,2,0,0,4,0,0,0,0,0,0,0,8
,"CITY OF SHEBOYGAN Ward 9",96,39,43,3,6,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF SHEBOYGAN Ward 10",829,314,426,5,48,,21,1,1,0,5,0,0,0,0,0,0,0,8
,"CITY OF SHEBOYGAN Ward 11",772,286,421,9,32,,15,1,0,0,1,0,0,0,0,0,0,0,7
,"CITY OF SHEBOYGAN Ward 12",783,325,379,2,39,,17,0,0,0,11,0,0,0,0,0,0,0,10
,"CITY OF SHEBOYGAN Ward 13","1,104",380,613,8,70,,13,2,3,0,5,0,0,0,0,0,0,0,10
,"CITY OF SHEBOYGAN Ward 14",684,229,391,6,28,,13,2,0,0,4,0,0,0,0,0,0,0,11
,"CITY OF SHEBOYGAN Ward 15",374,142,196,3,19,,4,0,0,0,0,0,0,0,0,0,0,0,10
,"CITY OF SHEBOYGAN Ward 16",893,403,422,9,43,,9,0,0,0,0,0,0,0,0,0,0,0,7
,"CITY OF SHEBOYGAN Ward 17",729,318,362,2,34,,5,2,0,0,2,0,0,0,0,0,0,0,4
,"CITY OF SHEBOYGAN Ward 18",723,268,381,6,36,,18,3,0,0,0,0,0,0,0,0,0,0,11
,"CITY OF SHEBOYGAN Ward 19","1,130",512,530,8,53,,13,1,0,0,3,0,0,0,0,0,0,0,10
,"CITY OF SHEBOYGAN Ward 20",901,393,441,3,48,,8,0,0,0,2,0,0,0,0,0,0,0,6
,"CITY OF SHEBOYGAN Ward 21",438,178,225,2,20,,6,0,0,0,0,0,0,0,0,0,0,0,7
,"CITY OF SHEBOYGAN Ward 22","1,303",542,658,9,61,,15,0,1,0,5,0,0,0,0,0,0,0,12
,"CITY OF SHEBOYGAN Ward 23","1,310",617,616,3,48,,18,2,0,0,1,0,0,0,0,0,0,0,5
,"CITY OF SHEBOYGAN Ward 24","1,246",528,634,4,47,,14,1,2,0,10,0,0,0,0,0,0,0,6
,"CITY OF SHEBOYGAN Ward 25",961,491,420,0,31,,4,0,0,0,1,0,0,0,0,0,0,0,14
,"CITY OF SHEBOYGAN Ward 26",989,476,449,3,40,,6,2,0,0,0,0,0,0,0,0,0,0,13
,"CITY OF SHEBOYGAN Ward 27",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN Ward 28",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN Ward 29",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN Ward 30",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN Ward 31",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN Ward 32",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF SHEBOYGAN FALLS Wards 1-2,9","1,679",949,611,11,64,,13,1,0,0,13,0,0,0,0,0,0,0,17
,"CITY OF SHEBOYGAN FALLS Wards 3-5","1,462",703,614,9,84,,21,4,2,0,11,0,0,0,0,1,0,0,13
,"CITY OF SHEBOYGAN FALLS Wards 6-8","1,423",753,556,14,67,,7,0,0,0,10,0,0,0,0,0,0,0,16
,"County Totals:","59,766","32,514","23,000",364,"2,378",,547,50,20,0,337,1,0,1,0,8,0,0,546
"TAYLOR ","TOWN OF AURORA Ward 1",178,135,39,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF BROWNING Ward 1",424,325,73,3,16,,3,1,0,0,2,0,0,0,0,0,0,0,1
,"TOWN OF CHELSEA Ward 1",376,273,84,3,9,,0,1,1,0,1,0,0,0,0,0,0,0,4
,"TOWN OF CLEVELAND Ward 1",131,98,21,1,9,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF DEER CREEK Ward 1",346,277,60,0,7,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF FORD Ward 1",137,93,37,0,6,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GOODRICH Ward 1",277,205,60,1,8,,1,0,0,0,1,0,0,0,0,1,0,0,0
,"TOWN OF GREENWOOD Ward 1",322,239,73,1,5,,3,0,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF GROVER Ward 1",132,103,19,0,5,,3,0,1,0,1,0,0,0,0,0,0,0,0
,"TOWN OF HAMMEL Ward 1-2",407,294,94,1,11,,1,1,0,0,1,0,0,0,0,0,0,0,4
,"TOWN OF HOLWAY Ward 1",269,189,62,4,9,,3,1,0,0,1,0,0,0,0,0,0,0,0
,"TOWN OF JUMP RIVER Ward 1",139,91,44,0,2,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LITTLE BLACK Ward 1-2",552,382,142,2,18,,2,2,1,0,1,0,0,0,0,0,0,0,2
,"TOWN OF MAPLEHURST Ward 1",168,133,31,0,3,,0,0,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MCKINLEY Ward 1",170,142,24,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF MEDFORD Ward 1-3","1,299",932,297,4,48,,1,0,0,0,3,0,0,0,0,0,0,0,14
,"TOWN OF MOLITOR Ward 1",168,117,47,0,1,,1,1,1,0,0,0,0,0,0,0,0,0,0
,"TOWN OF PERSHING Ward 1",76,44,30,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF RIB LAKE Ward 1-2",383,273,86,2,15,,2,0,1,0,2,0,0,0,0,0,0,0,2
,"TOWN OF ROOSEVELT Ward 1",173,118,47,1,6,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF TAFT Ward 1",146,103,36,0,7,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF WESTBORO Ward 1",370,286,70,2,6,,2,0,0,0,1,0,0,1,0,0,0,0,2
,"VILLAGE OF GILMAN Ward 1",183,112,61,1,5,,3,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF LUBLIN Ward 1",53,39,13,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF RIB LAKE Ward 1",354,232,103,5,7,,2,0,1,0,0,0,0,0,0,0,0,0,4
,"VILLAGE OF STETSONVILLE Ward 1",246,163,70,2,8,,2,0,1,0,0,0,0,0,0,0,0,0,0
,"CITY OF MEDFORD Ward 1-8","1,992","1,181",670,13,79,,28,1,2,0,9,0,0,0,0,0,0,0,9
,"County Totals:","9,471","6,579","2,393",47,295,,67,9,10,0,24,0,0,1,0,1,0,0,45
"TREMPEALEAU ","TOWN OF ALBION Wards 1-2",345,202,126,0,15,,2,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF ARCADIA Wards 1-4",915,573,318,6,11,,4,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF BURNSIDE Wards 1-2",205,120,76,1,6,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF CALEDONIA Wards 1-2",502,287,187,2,13,,8,0,1,0,2,0,0,0,0,0,0,0,2
,"TOWN OF CHIMNEY ROCK Ward 1",149,84,63,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF DODGE Ward 1",234,130,95,4,3,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF ETTRICK Wards 1-2",681,333,313,3,15,,12,0,0,0,0,0,0,0,0,0,0,0,5
,"TOWN OF GALE Wards 1-3",949,547,354,6,31,,8,0,1,0,2,0,0,0,0,0,0,0,0
,"TOWN OF HALE Ward 1",578,328,226,4,19,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF LINCOLN Wards 1-2",323,163,140,0,13,,3,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF PIGEON Wards 1-2",364,200,143,2,12,,2,1,0,0,3,0,0,0,0,0,0,0,1
,"TOWN OF PRESTON Wards 1-3",422,230,172,4,11,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF SUMNER Ward 1",437,240,177,2,10,,4,0,0,0,3,0,0,0,0,0,0,0,1
,"TOWN OF TREMPEALEAU Ward 1-2","1,014",548,421,5,26,,11,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF UNITY Wards 1-2",286,152,112,4,8,,4,0,0,0,4,0,0,0,0,0,0,0,2
,"VILLAGE OF ELEVA Ward 1",307,160,137,1,8,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF ETTRICK Ward 1",265,136,116,0,8,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF PIGEON FALLS Ward 1",190,87,89,3,8,,0,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF STRUM Wards 1-2",510,229,251,1,18,,2,1,0,0,3,0,0,0,0,0,0,0,5
,"VILLAGE OF TREMPEALEAU Wards 1-2",902,482,362,4,33,,9,0,0,0,2,0,0,0,0,0,0,0,10
,"CITY OF ARCADIA Wards 1-3",800,471,292,7,20,,7,1,0,0,1,0,0,0,0,0,0,0,1
,"CITY OF BLAIR Wards 1-3",513,241,241,4,16,,6,0,1,0,1,0,0,0,0,0,0,0,3
,"CITY OF GALESVILLE Ward 1-3",772,395,333,3,23,,11,0,0,0,1,0,0,0,0,0,0,0,6
,"CITY OF INDEPENDENCE Wards 1-3",462,254,177,3,15,,8,2,0,0,1,0,0,0,0,0,0,0,2
,"CITY OF OSSEO Wards 1-3",864,436,389,2,22,,6,1,0,0,2,0,0,0,0,0,0,0,6
,"CITY OF WHITEHALL Wards 1-3",698,338,326,1,23,,1,0,1,0,2,0,0,0,0,0,0,0,6
,"County Totals:","13,687","7,366","5,636",72,388,,118,6,4,0,29,0,0,0,0,0,0,0,68
"VERNON ","TOWN OF BERGEN Ward 1-3",774,369,357,4,37,,6,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF CHRISTIANA Ward 1-2",503,282,200,5,13,,2,0,0,0,0,1,0,0,0,0,0,0,0
,"TOWN OF CLINTON Ward 1-2",244,127,104,0,8,,2,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF COON Ward 1-2",426,208,200,2,11,,5,0,0,0,0,0,0,0,0,0,0,0,0
